,校碼,序號,學校名稱,系組名稱,學測檢定標準,,,,,,英聽檢定標準,採計科目及加權,,,,,,,,,,,,,,,,,,,,,,,
dep_id,,,,,國文,英文,數學A,數學B,社會,自然,,數學甲,物理,化學,生物,歷史,地理,公民,國文,英文,數學A,數學B,社會,自然,,,,,,,,,,,
05163,051,43,長榮大學                ,書畫藝術學系(乙組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05137,051,44,長榮大學                ,台灣文化創意產業學士學位學程,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05162,051,45,長榮大學                ,資訊暨設計學院學士班(不分系),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05119,051,46,長榮大學                ,資訊暨設計學院學士班數位媒體設計組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05138,051,47,長榮大學                ,資訊暨設計學院學士班互動設計組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05154,051,48,長榮大學                ,資訊暨設計學院學士班資訊管理組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,2.00 ,1.50 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05126,051,49,長榮大學                ,資訊暨設計學院學士班資訊工程組,,,,,,,,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.50 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05606,056,1,國立臺灣藝術大學        ,美術學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05611,056,2,國立臺灣藝術大學        ,書畫藝術學系,後標,底標,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05604,056,3,國立臺灣藝術大學        ,雕塑學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05608,056,4,國立臺灣藝術大學        ,古蹟藝術修護學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05613,056,5,國立臺灣藝術大學        ,亞太建築空間與文物保存學士學位學程,底標,底標,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05607,056,6,國立臺灣藝術大學        ,視覺傳達設計學系,均標,均標,,,,,C,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05605,056,7,國立臺灣藝術大學        ,工藝設計學系,均標,均標,,,,,B,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05612,056,8,國立臺灣藝術大學        ,多媒體動畫藝術學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05602,056,9,國立臺灣藝術大學        ,圖文傳播藝術學系,均標,均標,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,,,,,,,,,,
05610,056,10,國立臺灣藝術大學        ,廣播電視學系,,,,,,,B,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,1.50 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05609,056,11,國立臺灣藝術大學        ,電影學系,均標,均標,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05603,056,12,國立臺灣藝術大學        ,戲劇學系,,,,,,,B,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05601,056,13,國立臺灣藝術大學        ,音樂學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05808,058,1,國立暨南國際大學        ,中國語文學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.75 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,,,,,,,,,,
05807,058,2,國立暨南國際大學        ,外國語文學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,1.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05811,058,3,國立暨南國際大學        ,社會政策與社會工作學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.25 ,1.00 ,0.00 ,0.00 ,1.50 ,0.00 ,0.00 ,,,,,,,,,,
05810,058,4,國立暨南國際大學        ,公共行政與政策學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,1.00 ,1.25 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05809,058,5,國立暨南國際大學        ,歷史學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.25 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,,,,,,,,,,
05819,058,6,國立暨南國際大學        ,東南亞學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.25 ,1.00 ,1.00 ,0.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05802,058,7,國立暨南國際大學        ,國際企業學系,,,均標,均標,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05812,058,8,國立暨南國際大學        ,經濟學系,,,後標,均標,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05805,058,9,國立暨南國際大學        ,資訊管理學系,,,後標,均標,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,0.00 ,0.00 ,1.75 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05801,058,10,國立暨南國際大學        ,財務金融學系,,,均標,均標,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05817,058,11,國立暨南國際大學        ,觀光休閒與餐旅管理學系觀光休閒組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05818,058,12,國立暨南國際大學        ,觀光休閒與餐旅管理學系餐旅管理組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05820,058,13,國立暨南國際大學        ,管理學院學士班,,,後標,均標,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05815,058,14,國立暨南國際大學        ,國際文教與比較教育學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05814,058,15,國立暨南國際大學        ,教育政策與行政學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05821,058,16,國立暨南國際大學        ,諮商心理與人力資源發展學系諮商心理組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,1.50 ,0.00 ,1.50 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05822,058,17,國立暨南國際大學        ,諮商心理與人力資源發展學系終身學習與人力資源發展組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,1.50 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05823,058,18,國立暨南國際大學        ,教育學院學士班,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05813,058,19,國立暨南國際大學        ,資訊工程學系,,,,,,,,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.25 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05803,058,20,國立暨南國際大學        ,土木工程學系,,,,,,,,2.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05806,058,21,國立暨南國際大學        ,電機工程學系甲組,,,,,,,,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05825,058,22,國立暨南國際大學        ,電機工程學系乙組,,,後標,後標,,,,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05826,058,23,國立暨南國際大學        ,電機工程學系丙組,,,後標,均標,,,,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05804,058,24,國立暨南國際大學        ,應用化學系,,,,,,,,1.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05816,058,25,國立暨南國際大學        ,應用材料及光電工程學系,,,,,,,,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05824,058,26,國立暨南國際大學        ,科技學院學士班,,,,,,,,0.00 ,1.50 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05917,059,1,南華大學                ,財務金融學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,1.75 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05910,059,2,南華大學                ,企業管理學系經營管理組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,2.00 ,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05928,059,3,南華大學                ,企業管理學系行銷與創業組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,2.00 ,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05914,059,4,南華大學                ,文化創意事業管理學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.75 ,0.00 ,0.00 ,2.00 ,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05915,059,5,南華大學                ,旅遊管理學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,2.00 ,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05922,059,6,南華大學                ,管理學院國際企業學士學位學程,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.75 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05903,059,7,南華大學                ,生死學系社會工作組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.75 ,2.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,,,,,,,,,,
05924,059,8,南華大學                ,生死學系殯葬服務組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.75 ,2.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,,,,,,,,,,
05907,059,9,南華大學                ,生死學系諮商組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.75 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,,,,,,,,,,
05920,059,10,南華大學                ,幼兒教育學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05901,059,11,南華大學                ,文學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,1.50 ,0.00 ,0.00 ,,,,,,,,,,
05919,059,12,南華大學                ,外國語文學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.75 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05912,059,13,南華大學                ,應用社會學系社會學組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.75 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05908,059,14,南華大學                ,應用社會學系社會工作組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.75 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05905,059,15,南華大學                ,傳播學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.75 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,,,,,,,,,,
05911,059,16,南華大學                ,國際事務與企業學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,2.00 ,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05909,059,17,南華大學                ,建築與景觀學系社會組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.75 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05926,059,18,南華大學                ,建築與景觀學系自然組,,,,,,,,0.00 ,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05927,059,19,南華大學                ,資訊工程學系社會組,,,底標,底標,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,1.75 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05918,059,20,南華大學                ,資訊工程學系自然組,,,底標,底標,,,,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.75 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05902,059,21,南華大學                ,資訊工程學系人工智慧組,,,底標,底標,,,,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,1.75 ,0.00 ,,,,,,,,,,
05904,059,22,南華大學                ,資訊工程學系生醫資電組,,,底標,底標,,,,0.00 ,1.75 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05921,059,23,南華大學                ,自然生物科技學系,,,,,,,,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.75 ,0.00 ,,,,,,,,,,
05906,059,24,南華大學                ,資訊管理學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,1.75 ,0.00 ,0.00 ,,,,,,,,,,
06002,060,1,國立臺灣體育運動大學    ,體育學系,,,,,,,,0.00 ,0.00 ,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
06001,060,2,國立臺灣體育運動大學    ,休閒運動學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,2.00 ,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
06003,060,3,國立臺灣體育運動大學    ,運動事業管理學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
06004,060,4,國立臺灣體育運動大學    ,運動健康科學系,,,底標,底標,,,,0.00 ,1.00 ,1.50 ,2.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
06005,060,5,國立臺灣體育運動大學    ,運動資訊與傳播學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.75 ,1.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
06304,063,1,國立臺南藝術大學        ,藝術史學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,1.50 ,0.00 ,1.25 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
06301,063,2,國立臺南藝術大學        ,應用音樂學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,1.50 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
06307,063,3,國立臺南藝術大學        ,材質創作與設計系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.50 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
06512,065,1,玄奘大學                ,社會工作學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.75 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
06508,065,2,玄奘大學                ,應用心理學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.75 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
06511,065,3,玄奘大學                ,法律學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.75 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
06501,065,4,玄奘大學                ,大眾傳播學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.75 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
06509,065,5,玄奘大學                ,視覺傳達設計學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,1.75 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
06504,065,6,玄奘大學                ,時尚設計學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.75 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
06518,065,7,玄奘大學                ,應用日語學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.75 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
06510,065,8,玄奘大學                ,餐旅管理學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.75 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
07905,079,1,真理大學                ,工業管理與經營資訊學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
07907,079,2,真理大學                ,企業管理學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.75 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
07928,079,3,真理大學                ,資訊管理學系資管應用組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,,,,,,,,,,
07922,079,4,真理大學                ,資訊管理學系電商行銷組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,,,,,,,,,,
07930,079,5,真理大學                ,法律學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
07911,079,6,真理大學                ,會計資訊學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
07909,079,7,真理大學                ,財務金融學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
07910,079,8,真理大學                ,國際企業與貿易學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.75 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
07908,079,9,真理大學                ,理財與稅務規劃學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.75 ,1.75 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,,,,,,,,,,
07912,079,10,真理大學                ,經濟學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,1.75 ,0.00 ,0.00 ,0.00 ,1.75 ,0.00 ,0.00 ,,,,,,,,,,
07915,079,11,真理大學                ,觀光事業學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
07929,079,12,真理大學                ,觀光數位知識學系資訊應用組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
07926,079,13,真理大學                ,觀光數位知識學系觀光旅遊組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,1.75 ,0.00 ,0.00 ,,,,,,,,,,
07927,079,14,真理大學                ,觀光數位知識學系旅館餐飲組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,1.50 ,0.00 ,0.00 ,,,,,,,,,,
07906,079,15,真理大學                ,觀光數位知識學系旅遊運輸組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,2.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
07913,079,16,真理大學                ,運動管理學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
07932,079,17,真理大學                ,運動資訊傳播學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.25 ,0.00 ,0.00 ,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
07935,079,18,真理大學                ,人文與資訊學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
07901,079,19,真理大學                ,英美語文學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.75 ,0.00 ,0.00 ,1.75 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
07904,079,20,真理大學                ,應用日語學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.25 ,0.00 ,0.00 ,1.50 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
07924,079,21,真理大學                ,台灣文學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
