,校碼,序號,學校名稱,系組名稱,學測檢定標準,,,,,,英聽檢定標準,採計科目及加權,,,,,,,,,,,,,,,,,,,,,,,
dep_id,,,,,國文,英文,數學A,數學B,社會,自然,,數學甲,物理,化學,生物,歷史,地理,公民,國文,英文,數學A,數學B,社會,自然,,,,,,,,,,,
05006,050,5,實踐大學                ,音樂學系(臺北校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05003,050,6,實踐大學                ,服裝設計學系(臺北校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05007,050,7,實踐大學                ,媒體傳達設計學系數位3D動畫設計組(臺北校區),,後標,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05024,050,8,實踐大學                ,媒體傳達設計學系創意媒體設計組(臺北校區),,後標,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05001,050,9,實踐大學                ,工業產品設計學系(臺北校區),,後標,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,2.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05005,050,10,實踐大學                ,建築設計學系(臺北校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05021,050,11,實踐大學                ,會計學系(臺北校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,1.50 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05009,050,12,實踐大學                ,國際經營與貿易學系(臺北校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.50 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05014,050,13,實踐大學                ,企業管理學系(臺北校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05018,050,14,實踐大學                ,財務金融學系(臺北校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05017,050,15,實踐大學                ,風險管理與保險學系-A組(臺北校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.50 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05057,050,16,實踐大學                ,風險管理與保險學系-B組(臺北校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,2.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05012,050,17,實踐大學                ,應用外語學系(臺北校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.50 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05062,050,18,實踐大學                ,資訊科技與管理學系智慧商務組(臺北校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.50 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05010,050,19,實踐大學                ,資訊科技與管理學系數位媒體組(臺北校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.50 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05061,050,20,實踐大學                ,資訊科技與管理學系雲端運算組(臺北校區),,,,,,,,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05034,050,21,實踐大學                ,國際企業英語學士學位學程(臺北校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05037,050,22,實踐大學                ,智慧服務管理英語學士學位學程(臺北校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05038,050,23,實踐大學                ,行銷管理學系創客企劃組(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.50 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05028,050,24,實踐大學                ,行銷管理學系雲端電商組(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05048,050,25,實踐大學                ,行銷管理學系數位行銷與市調組(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05067,050,26,實踐大學                ,會計暨稅務學系洗錢防制組(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05068,050,27,實踐大學                ,會計暨稅務學系企業治理組(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05023,050,28,實踐大學                ,會計暨稅務學系財富管理組(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,0.00 ,,,,,,,,,,
05035,050,29,實踐大學                ,會計暨稅務學系會計AI組(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,0.00 ,0.00 ,1.50 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05064,050,30,實踐大學                ,國際貿易學系商務英文組(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05020,050,31,實踐大學                ,國際貿易學系外匯金融組(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05065,050,32,實踐大學                ,國際貿易學系跨境會展組(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05066,050,33,實踐大學                ,國際貿易學系數位電商經營組(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,,,,,,,,,,
05027,050,34,實踐大學                ,國際企業管理學系(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05058,050,35,實踐大學                ,國際企業管理學系東南亞商務組(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05047,050,36,實踐大學                ,國際企業管理學系日韓商務組(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05040,050,37,實踐大學                ,金融管理學系數位金融組(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05063,050,38,實踐大學                ,金融管理學系金融實務組(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,,,,,,,,,,
05039,050,39,實踐大學                ,金融管理學系金融商品組(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,,,,,,,,,,
05026,050,40,實踐大學                ,金融管理學系投資分析組(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,,,,,,,,,,
05011,050,41,實踐大學                ,資訊管理學系人工智慧商務應用組(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.75 ,0.00 ,0.00 ,1.50 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05044,050,42,實踐大學                ,資訊管理學系智慧物聯網組(高雄校區),,,,,,,,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.75 ,0.00 ,0.00 ,1.50 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05015,050,43,實踐大學                ,資訊科技與通訊學系App設計組(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05041,050,44,實踐大學                ,資訊科技與通訊學系智慧機器人與無人機組(高雄校區),,,,,,,,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05036,050,45,實踐大學                ,資訊科技與通訊學系人工智慧應用設計組(高雄校區),,,,,,,,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05059,050,46,實踐大學                ,資訊模擬與設計學系遊戲美術設計與3D動畫雙修組(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,,,,,,,,,,
05042,050,47,實踐大學                ,資訊模擬與設計學系互動遊戲設計與虛擬實境雙修組(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,,,,,,,,,,
05050,050,48,實踐大學                ,電腦動畫學士學位學程2D組(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05049,050,49,實踐大學                ,電腦動畫學士學位學程3D組(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05029,050,50,實踐大學                ,電腦動畫學士學位學程2D3D雙修組(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05016,050,51,實踐大學                ,服飾設計與經營學系(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05033,050,52,實踐大學                ,時尚設計學系(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05053,050,53,實踐大學                ,觀光管理學系旅館會展經營組(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05051,050,54,實踐大學                ,觀光管理學系旅運事業經營組(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05052,050,55,實踐大學                ,觀光管理學系自然旅遊與文創觀光規劃組(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,0.00 ,0.00 ,1.50 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05013,050,56,實踐大學                ,觀光管理學系新創旅遊與運動觀光規劃組(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05056,050,57,實踐大學                ,休閒產業管理學系遊憩運動企劃組(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,0.00 ,,,,,,,,,,
05031,050,58,實踐大學                ,休閒產業管理學系文創規劃組(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,1.50 ,0.00 ,0.00 ,,,,,,,,,,
05022,050,59,實踐大學                ,應用英語學系英日雙語組(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05070,050,60,實踐大學                ,應用英語學系國際商務組(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05069,050,61,實踐大學                ,應用英語學系英語教學組(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05032,050,62,實踐大學                ,應用中文學系文創設計組(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.25 ,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05043,050,63,實踐大學                ,應用中文學系劇本創作組(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.25 ,0.00 ,0.00 ,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05045,050,64,實踐大學                ,應用中文學系文化傳播組(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.25 ,2.00 ,0.00 ,0.00 ,0.00 ,1.50 ,0.00 ,0.00 ,,,,,,,,,,
05019,050,65,實踐大學                ,應用日文學系(高雄校區),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05116,051,1,長榮大學                ,企業管理學系(一般組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05124,051,2,長榮大學                ,企業管理學系(創新應用組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05104,051,3,長榮大學                ,國際企業學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05106,051,4,長榮大學                ,會計資訊學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05121,051,5,長榮大學                ,航運管理學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,0.00 ,2.00 ,2.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05102,051,6,長榮大學                ,土地管理與開發學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05103,051,7,長榮大學                ,財務金融學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05125,051,8,長榮大學                ,觀光與餐飲管理學系(觀光組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05108,051,9,長榮大學                ,觀光與餐飲管理學系(餐飲組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05143,051,10,長榮大學                ,醫務管理學系(醫療機構管理組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05144,051,11,長榮大學                ,醫務管理學系(長照機構管理組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05115,051,12,長榮大學                ,醫務管理學系(健康大數據組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.50 ,1.50 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05145,051,13,長榮大學                ,生物科技學系,,,,,,,,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05128,051,14,長榮大學                ,健康心理學系,,,,,,,,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,1.50 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05127,051,15,長榮大學                ,保健營養學系,,,,,,,,0.00 ,0.00 ,1.25 ,1.25 ,0.00 ,0.00 ,1.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05113,051,16,長榮大學                ,護理學系,,,,,,,,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,1.50 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05131,051,17,長榮大學                ,醫藥科學產業學系,,,,,,,,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05156,051,18,長榮大學                ,醫學社會暨健康照護學士學位學程,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05110,051,19,長榮大學                ,蘭花產業應用學士學位學程(蘭花國際行銷組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.75 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05130,051,20,長榮大學                ,蘭花產業應用學士學位學程(蘭花生技組),,,,,,,,0.00 ,0.00 ,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05112,051,21,長榮大學                ,職業安全與衛生學系(自然組),,,,,,,,0.00 ,0.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05111,051,22,長榮大學                ,職業安全與衛生學系(社會組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05147,051,23,長榮大學                ,食品安全衛生與檢驗學士學位學程(食品安全管理組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05136,051,24,長榮大學                ,食品安全衛生與檢驗學士學位學程(環境檢驗組),,,,,,,,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05146,051,25,長榮大學                ,食品安全衛生與檢驗學士學位學程(食品檢驗組),,,,,,,,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05149,051,26,長榮大學                ,消防安全學士學位學程(自然組),,,,,,,,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05164,051,27,長榮大學                ,消防安全學士學位學程(社會組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05117,051,28,長榮大學                ,綠能與環境資源學系(自然組),,,,,,,,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05134,051,29,長榮大學                ,綠能與環境資源學系(社會組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.00 ,2.00 ,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05133,051,30,長榮大學                ,無人機應用學士學位學程,,,,,,,,0.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05118,051,31,長榮大學                ,大眾傳播學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05120,051,32,長榮大學                ,翻譯學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05167,051,33,長榮大學                ,社會工作學系(A組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,2.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05101,051,34,長榮大學                ,社會工作學系(B組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,1.75 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05150,051,35,長榮大學                ,社會工作學系(C組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05122,051,36,長榮大學                ,應用日語學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.00 ,1.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05107,051,37,長榮大學                ,應用哲學系(公共參與組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05153,051,38,長榮大學                ,應用哲學系(社會關懷組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05158,051,39,長榮大學                ,東南亞文化與產業學士學位學程,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,1.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05114,051,40,長榮大學                ,運動競技學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05123,051,41,長榮大學                ,美術學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,1.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
05105,051,42,長榮大學                ,書畫藝術學系(甲組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
